#Dates of nodes that didn't have a specified date are inferred from the root-to-tip regression.
name, date, root-to-tip distance, clock-deviation
NODE_0000006, 2020.570760, 0.000134, 0.0
NODE_0000007, 2020.575155, 0.000135, 0.0
NODE_0000008, 2020.575155, 0.000135, 0.0
NODE_0000009, 2020.579549, 0.000136, 0.0
NODE_0000010, 2020.720975, 0.000168, 0.0
NODE_0000011, 2020.870673, 0.000202, 0.0
NODE_0000012, 2020.875067, 0.000203, 0.0
NODE_0000013, 2020.570760, 0.000134, 0.0
NODE_0000014, 2020.575155, 0.000135, 0.0
NODE_0000015, 2020.579549, 0.000136, 0.0
NODE_0000016, 2020.725873, 0.000169, 0.0
NODE_0000017, 2020.730268, 0.000170, 0.0
NODE_0000018, 2020.579549, 0.000136, 0.0
NODE_0000019, 2021.442390, 0.000332, 0.0
NODE_0000020, 2020.725873, 0.000169, 0.0
NODE_0000021, 2020.872198, 0.000202, 0.0
NODE_0000022, 2020.575155, 0.000135, 0.0
NODE_0000023, 2020.579549, 0.000136, 0.0
NODE_0000024, 2020.579549, 0.000136, 0.0
NODE_0000025, 2020.583944, 0.000137, 0.0
NODE_0000026, 2020.588339, 0.000138, 0.0
NODE_0000027, 2020.734663, 0.000171, 0.0
NODE_0000028, 2020.880987, 0.000204, 0.0
NODE_0000029, 2020.885381, 0.000205, 0.0
NODE_0000030, 2020.592733, 0.000139, 0.0
NODE_0000031, 2020.597128, 0.000140, 0.0
NODE_0000032, 2020.601523, 0.000141, 0.0
NODE_0000033, 2020.897054, 0.000208, 0.0
NODE_0000038, 2020.402463, 0.000095, 0.0
NODE_0000039, 2020.406858, 0.000096, 0.0
NODE_0000040, 2020.411252, 0.000097, 0.0
NODE_0000041, 2020.415647, 0.000098, 0.0
NODE_0000042, 2020.415647, 0.000098, 0.0
NODE_0000043, 2020.411252, 0.000097, 0.0
NODE_0000044, 2020.415647, 0.000098, 0.0
NODE_0000045, 2020.561971, 0.000132, 0.0
NODE_0000046, 2020.420041, 0.000099, 0.0
NODE_0000047, 2020.566366, 0.000133, 0.0
NODE_0000048, 2020.415647, 0.000098, 0.0
NODE_0000049, 2020.420041, 0.000099, 0.0
NODE_0000050, 2020.566366, 0.000133, 0.0
NODE_0000051, 2020.570760, 0.000134, 0.0
NODE_0000052, 2021.154672, 0.000266, 0.0
NODE_0000053, 2021.159067, 0.000267, 0.0
NODE_0000054, 2020.420041, 0.000099, 0.0
NODE_0000055, 2020.424436, 0.000100, 0.0
NODE_0000056, 2020.570760, 0.000134, 0.0
NODE_0000057, 2020.575155, 0.000135, 0.0
NODE_0000058, 2020.579549, 0.000136, 0.0
NODE_0000059, 2020.579549, 0.000136, 0.0
NODE_0000060, 2020.583944, 0.000137, 0.0
NODE_0000061, 2020.583944, 0.000137, 0.0
NODE_0000062, 2020.730268, 0.000170, 0.0
NODE_0000063, 2020.734663, 0.000171, 0.0
NODE_0000064, 2020.424436, 0.000100, 0.0
NODE_0000065, 2020.570760, 0.000134, 0.0
NODE_0000066, 2020.575155, 0.000135, 0.0
NODE_0000067, 2020.870485, 0.000202, 0.0
NODE_0000068, 2020.874879, 0.000203, 0.0
NODE_0000069, 2020.428831, 0.000101, 0.0
NODE_0000070, 2020.575155, 0.000135, 0.0
NODE_0000071, 2021.163450, 0.000268, 0.0
NODE_0000072, 2021.167845, 0.000269, 0.0
NODE_0000073, 2020.579549, 0.000136, 0.0
NODE_0000074, 2020.725873, 0.000169, 0.0
NODE_0000075, 2020.730268, 0.000170, 0.0
NODE_0000076, 2020.734663, 0.000171, 0.0
NODE_0000077, 2020.739057, 0.000172, 0.0
NODE_0000078, 2020.743452, 0.000173, 0.0
NODE_0000079, 2021.188253, 0.000274, 0.0
NODE_0000080, 2020.747847, 0.000174, 0.0
NODE_0000081, 2020.894171, 0.000207, 0.0
NODE_0000082, 2020.752241, 0.000175, 0.0
